model,n_tested,is_sampled,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro
GB_orig,624193,False,0.7493099089544419,0.7677057005356264,0.7493099089544419,0.7524648696952184,0.682659523232326,0.7858369583790408,0.7131689155753197
GB_smote,624193,False,0.7835989830068585,0.7833930786529503,0.7835989830068585,0.783380018624315,0.7623438000763253,0.7476449640162134,0.7546507945170052
